path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,track_names,contains_piano_track?,piano_scores_paths,paths_type0_piano,piano_merged_type0_chunks_paths
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde",Schöne Fremde,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde",Schöne Fremde,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/3_Im_Herbste",Im Herbste,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/3_Im_Herbste/lc6024601.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/3_Im_Herbste/lc6024601.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/3_Im_Herbste/lc6024601.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/3_Im_Herbste/lc6024601.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/3_Im_Herbste",Im Herbste,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/3_Im_Herbste/lc6024601.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/3_Im_Herbste/lc6024601.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/3_Im_Herbste/lc6024601.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/3_Im_Herbste/lc6024601.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/4_Morgengruss",Morgengruss,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/4_Morgengruss/lc6034442.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/4_Morgengruss/lc6034442.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/4_Morgengruss/lc6034442.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/4_Morgengruss/lc6034442.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/4_Morgengruss",Morgengruss,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/4_Morgengruss/lc6034442.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/4_Morgengruss/lc6034442.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/4_Morgengruss/lc6034442.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/4_Morgengruss/lc6034442.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/5_Abendlich_schon_rauscht_der_Wald",Abendlich schon rauscht der Wald,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/5_Abendlich_schon_rauscht_der_Wald/lc6034473.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/5_Abendlich_schon_rauscht_der_Wald/lc6034473.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/5_Abendlich_schon_rauscht_der_Wald/lc6034473.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/5_Abendlich_schon_rauscht_der_Wald/lc6034473.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/5_Abendlich_schon_rauscht_der_Wald",Abendlich schon rauscht der Wald,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/5_Abendlich_schon_rauscht_der_Wald/lc6034473.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/5_Abendlich_schon_rauscht_der_Wald/lc6034473.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/5_Abendlich_schon_rauscht_der_Wald/lc6034473.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/5_Abendlich_schon_rauscht_der_Wald/lc6034473.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/6_Im_Wald",Im Wald,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/6_Im_Wald/lc6034767.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/6_Im_Wald/lc6034767.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/6_Im_Wald/lc6034767.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/6_Im_Wald/lc6034767.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/6_Im_Wald",Im Wald,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/6_Im_Wald/lc6034767.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/6_Im_Wald/lc6034767.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/6_Im_Wald/lc6034767.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/6_Im_Wald/lc6034767.mid_merged_piano_type0.midchunk1.midi"
"Hodges,_Faustina_Hasse/_/Dreams",Dreams,5107152,"Hodges,_Faustina_Hasse",Faustina Hasse Hodges,Female,English-American organist and composer,1,1,"../Lieder/scores/Hodges,_Faustina_Hasse/_/Dreams/lc6631610.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hodges,_Faustina_Hasse/_/Dreams/lc6631610.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hodges,_Faustina_Hasse/_/Dreams/lc6631610.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hodges,_Faustina_Hasse/_/Dreams/lc6631610.mid_merged_piano_type0.midchunk0.midi"
"Hodges,_Faustina_Hasse/_/Dreams",Dreams,5107152,"Hodges,_Faustina_Hasse",Faustina Hasse Hodges,Female,English-American organist and composer,1,1,"../Lieder/scores/Hodges,_Faustina_Hasse/_/Dreams/lc6631610.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hodges,_Faustina_Hasse/_/Dreams/lc6631610.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hodges,_Faustina_Hasse/_/Dreams/lc6631610.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hodges,_Faustina_Hasse/_/Dreams/lc6631610.mid_merged_piano_type0.midchunk1.midi"
"Holmès,_Augusta_Mary_Anne/_/À_Trianon",À Trianon,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/À_Trianon/lc5930707.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/À_Trianon/lc5930707.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/À_Trianon/lc5930707.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/À_Trianon/lc5930707.mid_merged_piano_type0.midchunk0.midi"
"Holmès,_Augusta_Mary_Anne/_/À_Trianon",À Trianon,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/À_Trianon/lc5930707.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/À_Trianon/lc5930707.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/À_Trianon/lc5930707.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/À_Trianon/lc5930707.mid_merged_piano_type0.midchunk1.midi"
"Holmès,_Augusta_Mary_Anne/_/Charme-du-jour",Charme-du-jour,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour/lc5946761.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour/lc5946761.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour/lc5946761.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour/lc5946761.mid_merged_piano_type0.midchunk0.midi"
"Holmès,_Augusta_Mary_Anne/_/Charme-du-jour",Charme-du-jour,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour/lc5946761.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour/lc5946761.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour/lc5946761.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour/lc5946761.mid_merged_piano_type0.midchunk1.midi"
"Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire",La chanson de Jean Prouvaire,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire/lc6190351.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire/lc6190351.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire/lc6190351.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire/lc6190351.mid_merged_piano_type0.midchunk0.midi"
"Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire",La chanson de Jean Prouvaire,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire/lc6190351.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire/lc6190351.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire/lc6190351.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire/lc6190351.mid_merged_piano_type0.midchunk1.midi"
"Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose",Le ruban rose,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose/lc6189719.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose/lc6189719.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose/lc6189719.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose/lc6189719.mid_merged_piano_type0.midchunk0.midi"
"Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose",Le ruban rose,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose/lc6189719.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose/lc6189719.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose/lc6189719.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose/lc6189719.mid_merged_piano_type0.midchunk1.midi"
"Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois",Ogier le Danois,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois/lc5935864.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois/lc5935864.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois/lc5935864.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois/lc5935864.mid_merged_piano_type0.midchunk0.midi"
"Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois",Ogier le Danois,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois/lc5935864.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois/lc5935864.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois/lc5935864.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois/lc5935864.mid_merged_piano_type0.midchunk1.midi"
"Holmès,_Augusta_Mary_Anne/_/Ton_nom",Ton nom,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/Ton_nom/lc6169445.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Ton_nom/lc6169445.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Ton_nom/lc6169445.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/Ton_nom/lc6169445.mid_merged_piano_type0.midchunk0.midi"
"Holmès,_Augusta_Mary_Anne/_/Ton_nom",Ton nom,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/Ton_nom/lc6169445.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Ton_nom/lc6169445.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Ton_nom/lc6169445.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/Ton_nom/lc6169445.mid_merged_piano_type0.midchunk1.midi"
"Holmès,_Augusta_Mary_Anne/_/Viens!",Viens!,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/Viens!/lc6174723.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Viens!/lc6174723.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Viens!/lc6174723.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/Viens!/lc6174723.mid_merged_piano_type0.midchunk0.midi"
"Holmès,_Augusta_Mary_Anne/_/Viens!",Viens!,5101391,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/_/Viens!/lc6174723.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Viens!/lc6174723.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/_/Viens!/lc6174723.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/_/Viens!/lc6174723.mid_merged_piano_type0.midchunk1.midi"
"Holmès,_Augusta_Mary_Anne/20_Mélodies/01_Chanson_lointaine",Chanson lointaine,5001717,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/01_Chanson_lointaine/lc5001716.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/01_Chanson_lointaine/lc5001716.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/01_Chanson_lointaine/lc5001716.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/20_Mélodies/01_Chanson_lointaine/lc5001716.mid_merged_piano_type0.midchunk0.midi"
"Holmès,_Augusta_Mary_Anne/20_Mélodies/01_Chanson_lointaine",Chanson lointaine,5001717,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/01_Chanson_lointaine/lc5001716.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/01_Chanson_lointaine/lc5001716.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/01_Chanson_lointaine/lc5001716.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/20_Mélodies/01_Chanson_lointaine/lc5001716.mid_merged_piano_type0.midchunk1.midi"
"Holmès,_Augusta_Mary_Anne/20_Mélodies/02_Aubade-Habanera",Aubade-Habanera,5001717,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/02_Aubade-Habanera/lc5837552.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/02_Aubade-Habanera/lc5837552.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/02_Aubade-Habanera/lc5837552.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/20_Mélodies/02_Aubade-Habanera/lc5837552.mid_merged_piano_type0.midchunk0.midi"
"Holmès,_Augusta_Mary_Anne/20_Mélodies/02_Aubade-Habanera",Aubade-Habanera,5001717,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/02_Aubade-Habanera/lc5837552.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/02_Aubade-Habanera/lc5837552.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/02_Aubade-Habanera/lc5837552.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Holmès,_Augusta_Mary_Anne/20_Mélodies/02_Aubade-Habanera/lc5837552.mid_merged_piano_type0.midchunk1.midi"
